station_name,station_id,wrcc_id,latitude,longitude,elevation,observation_time,observation_time_lst,display_hour,display_hour_lst,nfdr_date,nfdr_time,nfdr_type,fuel_model,fuel_model_version,kbdi,one_hr_tl_fuel_moisture,ten_hr_tl_fuel_moisture,hun_hr_tl_fuel_moisture,thou_hr_tl_fuel_moisture,ignition_component,spread_component,energy_release_component,burning_index,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,gsi,quality_code
COSMIC,293004,XCOS,32.77925,-105.81989,9172,2026-08-23T05:15:24.000Z,2026-08-22T22:15:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,65,8.78,8.98,12.84,14.3,18.11,2.45,37.09,23.95,203.17,170.2,0.85,0
BATDRAW,293101,XBAD,32.17861,-104.44056,4425,2026-08-23T04:52:34.000Z,2026-08-22T21:52:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,562,5.31,4.85,7.14,8.43,47.21,4.05,63.87,38.76,30.0,60.0,0.0,0
CAPROCK,293104,XCAP,32.92728,-103.85689,4167,2026-08-23T04:40:45.000Z,2026-08-22T21:40:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,488,5.59,5.11,7.66,8.97,42.9,3.64,61.08,36.14,30.0,60.0,0.0,0
QUEEN,293105,XQUN,32.20361,-104.69031,5642,2026-08-23T05:13:14.000Z,2026-08-22T22:13:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,234,6.09,5.49,8.21,10.21,37.48,3.49,55.98,34.06,30.0,60.0,0.0,0
PADUCA,293202,XPAD,32.17983,-103.722,3534,2026-08-23T04:39:54.000Z,2026-08-22T21:39:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,602,5.67,5.31,8.18,9.05,36.99,2.77,60.05,31.66,30.0,60.0,0.0,0
MALPAIS LAVA FLOW,293301,XMAL,34.85181,-108.17461,7514,2026-08-23T05:25:55.000Z,2026-08-22T22:25:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,177,14.77,13.03,16.43,16.15,3.6,1.45,25.7,15.9,30.0,60.0,0.25,0
BLUEWATER RIDGE,293303,XBLR,35.19411,-108.16336,8274,2026-08-23T05:05:44.000Z,2026-08-22T22:05:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,209,15.3,16.66,12.81,13.54,2.58,0.96,31.61,14.5,82.2,93.22,0.47,0
LAGUNA,293304,XLAG,35.05197,-107.42028,5805,2026-08-23T04:33:44.000Z,2026-08-22T21:33:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,543,8.07,7.69,9.84,10.12,18.78,1.76,51.74,24.0,30.0,60.0,0.01,0
RAMAH,293305,XRAM,34.81947,-108.29439,7645,2026-08-23T04:34:44.000Z,2026-08-22T21:34:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,310,16.26,10.71,14.1,15.75,1.84,0.93,28.32,13.54,30.0,60.0,0.26,0
10K,55522198,X10K,35.2085,-106.43586,10065,2026-08-23T04:38:19.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,202,23.15,24.42,12.8,13.8,0.01,0.35,24.05,7.97,129.08,123.05,0.62,0
BAKERS TANK,55522210,AHBB,32.61528,-114.00836,563,2026-08-23T05:07:14.000Z,2026-08-22T22:07:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,738,4.1,3.89,6.89,7.9,55.27,3.22,67.66,35.84,30.0,60.0,0.0,0
CAVE CREEK,55522232,ACAV,34.0899,-111.8465,3477,2026-08-23T05:20:39.000Z,2026-08-22T22:20:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,537,6.86,4.89,8.7,9.94,21.84,1.5,56.09,23.11,30.0,60.0,0.03,0
CIPRIANO,55522238,ARIP,32.4235,-114.16211,1042,2026-08-23T04:59:08.000Z,2026-08-22T21:59:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,710,4.65,3.9,7.62,8.84,40.2,2.11,63.15,28.56,30.0,60.0,0.0,0
DEVILS HILLS,55522251,ADVH,32.42483,-113.79011,836,2026-08-23T05:23:19.000Z,2026-08-22T22:23:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,734,4.05,3.7,6.85,8.3,63.79,4.22,66.54,40.26,30.0,60.0,0.0,0
DUTCH KID,55522257,ADUT,35.12931,-112.28219,6505,2026-08-23T04:38:59.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,106,11.86,9.22,15.77,16.83,6.6,1.11,27.79,14.59,30.0,60.0,0.28,0
FTHL YDMA,55522271,AFTH,32.48658,-114.4635,331,2026-08-23T04:38:44.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,744,4.48,4.21,9.28,11.07,40.19,1.96,54.29,25.79,30.0,60.0,0.0,0
MIDNIGHT,55522315,XMID,36.77819,-105.34131,10815,2026-08-23T04:37:59.000Z,2026-08-22T21:37:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,156,27.62,29.0,16.4,16.95,0.0,0.0,13.28,0.0,197.38,166.51,0.83,0
MOHAWK DUNES,55522318,AMOD,32.68878,-113.74889,524,2026-08-23T05:23:09.000Z,2026-08-22T22:23:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,747,3.96,3.99,7.52,8.36,45.53,2.07,65.39,28.81,30.0,60.0,0.0,0
NEVERSHINE,55522326,ANEV,36.24753,-113.88851,2165,2026-08-23T05:03:51.000Z,2026-08-22T22:03:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,679,3.42,3.45,5.81,7.62,51.79,2.4,70.92,31.97,30.0,60.0,0.0,0
PICACHO PEAK,55522341,APIC,32.66314,-111.42154,1750,2026-08-23T05:17:49.000Z,2026-08-22T22:17:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,723,4.74,4.79,8.13,9.49,49.41,3.3,59.79,34.23,30.0,60.0,0.0,0
PINEDALE,55522344,APND,34.30617,-110.23661,6461,2026-08-23T04:38:39.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,257,15.66,21.31,14.05,14.13,2.7,1.15,27.33,14.68,30.0,60.0,0.25,0
TANKS,55522384,ATNK,33.67314,-110.57431,5801,2026-08-23T04:38:49.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,297,9.19,8.39,12.85,14.33,14.86,1.66,37.09,20.02,30.0,60.0,0.3,0
TAOS PUEBLO RAWS,55522385,XTAP,36.41461,-105.55689,7135,2026-08-23T05:13:34.000Z,2026-08-22T22:13:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,453,34.25,7.49,11.27,12.39,0.0,0.0,29.59,0.0,30.0,60.0,0.03,0
CEDAR RIDGE,55523718,ACED,32.59872,-110.76231,4735,2026-08-23T04:37:19.000Z,2026-08-22T21:37:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,320,8.22,6.59,9.36,10.83,23.42,2.77,50.75,29.27,30.0,60.0,0.13,0
RED CANYON,55523735,XRDC,34.62289,-106.40831,8070,2026-08-23T04:38:29.000Z,2026-08-22T21:38:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,377,27.68,32.08,11.59,11.78,0.0,0.0,23.46,0.0,30.0,60.0,0.27,0
SOWATS,55523737,ASOW,36.48242,-112.42281,7038,2026-08-23T04:39:09.000Z,2026-08-22T21:39:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,154,8.65,6.87,10.22,12.95,15.15,1.56,43.8,21.02,30.0,60.0,0.29,0
T BAR,55523738,XTBA,33.51789,-108.52419,8047,2026-08-23T04:39:19.000Z,2026-08-22T21:39:00.000-07:00,2026-08-23T05:00:00.000Z,2026-08-22T22:00:00.000-07:00,2026-08-22,22,O,Y,4,22,21.89,19.0,17.29,18.25,0.11,0.5,16.3,7.88,118.49,116.31,0.58,0
FORT YUMA,20102,AFYM,32.65222,-114.63417,185,2026-08-23T04:16:14.000Z,2026-08-22T21:16:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,744,4.55,4.09,8.13,9.83,37.69,6.66,118.16,64.68,30.0,60.0,0.0,0
MOUNT LOGAN,20107,AMTL,36.35306,-113.19917,7605,2026-08-23T03:33:25.000Z,2026-08-22T20:33:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,152,5.95,6.79,9.72,11.68,29.58,8.17,98.86,65.45,91.36,99.05,0.5,0
OLAF KNOLLS,20108,AOLA,36.50725,-113.81589,2974,2026-08-23T03:33:35.000Z,2026-08-22T20:33:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,629,3.82,3.98,6.43,8.05,32.28,4.14,130.11,54.32,30.0,60.0,0.02,0
TWEEDS POINT,20109,ATWE,36.58186,-113.732,5334,2026-08-23T03:33:55.000Z,2026-08-22T20:33:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,553,4.75,5.05,7.47,9.26,52.62,15.66,118.11,95.82,30.0,60.0,0.04,0
NIXON FLATS,20113,ANIX,36.38833,-113.15806,6500,2026-08-23T03:50:15.000Z,2026-08-22T20:50:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,302,8.83,8.05,13.44,14.08,10.79,3.32,76.35,38.42,30.0,60.0,0.26,0
BLACK ROCK,20114,ABRK,36.79436,-113.75056,7224,2026-08-23T03:50:05.000Z,2026-08-22T20:50:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,192,6.64,6.37,9.17,11.61,19.85,4.61,99.53,50.47,57.26,77.34,0.39,0
MOSS BASIN,20115,AMOS,35.03397,-113.89406,5920,2026-08-23T04:23:05.000Z,2026-08-22T21:23:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,394,7.62,6.35,11.64,13.39,18.78,6.18,87.78,54.48,30.0,60.0,0.27,0
UNION PASS,20116,AUNI,35.23233,-114.38194,3590,2026-08-23T03:52:35.000Z,2026-08-22T20:52:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,580,3.9,4.22,7.09,8.64,38.22,5.91,125.69,62.98,30.0,60.0,0.03,0
HURRICANE,20117,AHUR,36.69908,-113.20731,5445,2026-08-23T03:34:05.000Z,2026-08-22T20:34:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,407,5.85,6.64,9.55,11.0,30.92,8.24,101.47,66.5,30.0,60.0,0.18,0
HAVASU,20118,AHAV,34.80758,-114.53456,475,2026-08-23T03:52:45.000Z,2026-08-22T20:52:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,653,5.38,4.16,8.13,9.42,22.14,3.18,116.63,45.72,30.0,60.0,0.0,0
MUSIC MOUNTAIN,20119,AMUS,35.61497,-113.79428,5375,2026-08-23T03:52:55.000Z,2026-08-22T20:52:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,547,5.69,5.4,8.91,10.74,19.34,3.08,107.21,43.38,30.0,60.0,0.12,0
TRUXTON CANYON,20120,ATRU,35.78013,-113.79563,5304,2026-08-23T04:14:05.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,267,5.63,5.31,8.46,10.38,27.64,6.02,109.53,59.61,30.0,60.0,0.18,0
CIBOLA,20121,ACBL,33.28,-114.68489,252,2026-08-23T03:48:54.000Z,2026-08-22T20:48:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,748,4.6,4.21,8.01,9.1,40.02,7.89,119.93,70.39,30.0,60.0,0.0,0
TUSAYAN,20207,ATUS,35.98833,-112.12056,6570,2026-08-23T04:08:24.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,348,9.98,8.92,14.41,15.54,7.17,2.35,67.74,31.0,30.0,60.0,0.22,0
FLAGSTAFF,20209,AFLG,35.14111,-111.6725,6903,2026-08-23T04:06:04.000Z,2026-08-22T21:06:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,283,10.09,8.03,13.27,14.95,7.22,2.34,72.38,31.91,53.37,74.87,0.37,0
BRIGHT ANGEL,20211,ACAN,36.20472,-112.06222,8134,2026-08-23T04:07:54.000Z,2026-08-22T21:07:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,265,7.89,7.51,11.01,12.76,12.21,2.94,87.19,38.59,72.39,86.98,0.43,0
DRY PARK,20212,ADRY,36.45308,-112.23819,8700,2026-08-23T03:38:24.000Z,2026-08-22T20:38:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,93,11.78,8.6,12.42,14.66,5.98,3.54,69.87,37.96,148.49,135.4,0.68,0
FRAZIER WELLS,20213,AFRA,35.84551,-113.05501,6796,2026-08-23T04:27:44.000Z,2026-08-22T21:27:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,92,6.76,6.37,10.02,11.74,26.81,8.94,97.0,67.64,55.48,76.21,0.38,0
MORMON LAKE,20215,AMOL,34.90972,-111.43842,7094,2026-08-23T04:03:14.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,282,10.2,9.44,14.98,15.27,7.0,2.33,65.79,30.45,69.54,85.16,0.43,0
WARM SPRINGS CANYON,20216,AWAR,36.70117,-112.22689,7953,2026-08-23T03:47:34.000Z,2026-08-22T20:47:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,345,7.91,7.93,12.47,13.58,13.11,3.5,81.52,40.53,62.98,80.98,0.4,0
YELLOW JOHN MOUNTAIN,20217,AYEL,36.155,-113.54944,6160,2026-08-23T03:50:25.000Z,2026-08-22T20:50:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,283,7.26,6.92,12.12,14.13,13.11,2.73,84.82,36.82,30.0,60.0,0.18,0
OAK CREEK,20219,AOAK,34.94686,-111.75444,4804,2026-08-23T04:03:04.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,574,7.19,6.35,10.47,12.18,17.88,4.44,93.96,48.28,30.0,60.0,0.09,0
LINDBERGH HILL,20220,ALBE,36.28556,-112.07861,8800,2026-08-23T04:08:14.000Z,2026-08-22T21:08:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,395,8.69,7.2,11.0,12.74,9.52,2.51,86.05,35.66,77.73,90.37,0.45,0
PROMONTORY,20221,APRO,34.36528,-111.01444,7842,2026-08-23T03:49:34.000Z,2026-08-22T20:49:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,121,12.37,9.34,12.14,14.31,5.3,3.46,68.41,37.21,169.19,148.57,0.74,0
GUNSIGHT,20223,AGUN,36.70464,-112.5835,5284,2026-08-23T03:34:14.000Z,2026-08-22T20:34:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,522,5.34,6.47,9.7,11.16,27.16,5.11,102.51,53.61,30.0,60.0,0.14,0
BUCKSKIN MTN,20224,ABUC,36.91808,-112.19981,6334,2026-08-23T03:33:45.000Z,2026-08-22T20:33:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,416,5.86,6.06,9.42,11.43,23.47,4.9,102.15,52.51,30.0,60.0,0.2,0
PARIA POINT,20226,APAR,36.72753,-111.822,7106,2026-08-23T04:00:45.000Z,2026-08-22T21:00:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,398,6.37,6.52,9.92,10.88,25.35,6.73,99.81,60.13,30.0,60.0,0.24,0
FOUR SPRINGS,20227,AFOU,36.79367,-112.04239,6560,2026-08-23T04:19:25.000Z,2026-08-22T21:19:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,284,7.08,6.35,10.27,10.8,14.93,3.1,97.77,41.69,30.0,60.0,0.25,0
GREENBASE,20284,AGRB,35.27619,-112.06325,6923,2026-08-23T04:16:34.000Z,2026-08-22T21:16:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,223,13.87,9.67,15.98,17.46,3.37,2.71,53.34,29.64,63.49,81.31,0.41,0
HAPPY JACK,20291,AHJK,34.61797,-111.34239,6812,2026-08-23T04:02:04.000Z,2026-08-22T21:02:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,381,10.58,9.37,14.4,16.2,6.45,2.29,64.59,29.98,61.12,79.8,0.4,0
HEBER,20301,AHBR,34.39778,-110.56444,6635,2026-08-23T04:03:04.000Z,2026-08-22T21:03:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,219,14.0,12.19,13.91,15.6,2.79,2.01,55.08,26.23,30.5,60.32,0.3,0
LAKESIDE,20303,ALAK,34.16283,-109.87639,7267,2026-08-23T04:00:14.000Z,2026-08-22T21:00:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,15,16.42,13.06,17.06,17.34,1.41,2.01,42.5,23.29,74.34,88.21,0.44,0
NAVAJO MONUMENT,20307,ANAV,36.67667,-110.54389,7204,2026-08-23T03:36:34.000Z,2026-08-22T20:36:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,198,8.7,7.28,10.44,11.9,17.56,7.93,88.8,61.44,30.0,60.0,0.14,0
LIMESTONE CANYON,20309,ALIM,34.17786,-110.27663,7102,2026-08-23T04:24:24.000Z,2026-08-22T21:24:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,182,10.73,15.92,11.63,13.12,6.62,2.54,62.39,30.93,30.0,60.0,0.17,0
MOUNTAIN LION,20310,AFAP,33.69511,-109.71078,7269,2026-08-23T04:14:54.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,66,12.82,9.23,14.34,16.35,4.36,2.82,60.41,31.97,125.45,120.74,0.6,0
HOPI,20312,AHPI,35.86292,-110.61495,5579,2026-08-23T04:13:45.000Z,2026-08-22T21:13:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,473,9.34,7.33,12.36,12.47,23.66,17.09,82.03,84.35,30.0,60.0,0.07,0
ALPINE,20401,AALP,33.84272,-109.11161,8207,2026-08-23T04:16:54.000Z,2026-08-22T21:16:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,81,13.42,11.25,14.47,15.99,3.38,2.3,56.19,28.19,140.97,130.62,0.65,0
PINEY HILL,20402,APIN,35.76111,-109.16719,8061,2026-08-23T03:41:24.000Z,2026-08-22T20:41:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,184,35.0,23.73,11.07,12.62,0.0,0.0,16.65,0.0,49.55,72.44,0.36,0
GREER,20404,AGRE,34.05853,-109.44097,8240,2026-08-23T03:35:49.000Z,2026-08-22T20:35:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,55,14.06,14.69,15.18,16.22,2.71,2.24,48.08,25.9,163.34,144.86,0.72,0
IRON SPRINGS,20501,AIRO,34.59361,-112.51139,5385,2026-08-23T04:06:34.000Z,2026-08-22T21:06:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,379,6.46,6.62,11.58,13.61,19.0,3.86,89.61,44.31,30.0,60.0,0.22,0
CROWN KING,20502,ACRO,34.20336,-112.34561,6173,2026-08-23T04:27:34.000Z,2026-08-22T21:27:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,377,8.31,6.64,11.38,12.89,11.42,2.87,87.11,38.17,30.0,60.0,0.25,0
VERDE,20503,AVER,34.54917,-111.84417,3101,2026-08-23T04:05:14.000Z,2026-08-22T21:05:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,551,8.01,6.66,10.88,12.55,20.26,7.09,89.53,58.59,30.0,60.0,0.06,0
GOODWIN MESA,20507,AGOO,34.77614,-113.3375,4311,2026-08-23T04:20:45.000Z,2026-08-22T21:20:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,447,5.23,5.32,10.1,11.78,35.85,8.71,103.27,68.78,30.0,60.0,0.12,0
HUMBUG CREEK,20508,AHUM,34.11,-112.3,5250,2026-08-23T03:48:15.000Z,2026-08-22T20:48:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,257,6.14,5.33,9.36,11.0,42.97,17.26,104.42,94.67,30.0,60.0,0.19,0
STANTON,20509,ASTA,34.16403,-112.73486,3600,2026-08-23T04:01:25.000Z,2026-08-22T21:01:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,542,4.59,4.1,7.32,9.1,52.42,14.15,122.09,92.84,30.0,60.0,0.07,0
SUNSET POINT,20510,ASUN,34.18847,-112.13467,3380,2026-08-23T03:53:15.000Z,2026-08-22T20:53:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,617,4.88,4.41,8.2,9.82,25.75,3.72,116.17,49.08,30.0,60.0,0.04,0
CHERRY,20511,ACHE,34.59661,-112.04761,5147,2026-08-23T04:11:54.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,195,10.21,7.44,12.27,13.6,11.69,6.35,77.79,52.18,30.0,60.0,0.16,0
GLOBE,20601,AGLO,33.32694,-110.76694,4137,2026-08-23T04:06:25.000Z,2026-08-22T21:06:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,513,24.18,21.48,9.47,10.13,0.02,1.13,38.6,17.09,30.0,60.0,0.06,0
PAYSON,20602,APAY,34.24614,-111.2935,5064,2026-08-23T04:11:04.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,379,19.81,23.15,10.5,12.22,0.44,1.46,38.63,19.24,30.0,60.0,0.12,0
PLEASANT VALLEY,20603,APLE,34.08858,-110.94225,5232,2026-08-23T04:00:34.000Z,2026-08-22T21:00:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,295,10.56,8.81,13.1,14.35,8.67,3.71,71.31,39.16,30.0,60.0,0.13,0
TONTO BASIN,20606,ATON,33.86861,-111.31333,2414,2026-08-23T04:11:14.000Z,2026-08-22T21:11:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,597,5.96,5.33,8.83,9.93,29.61,6.97,108.81,63.6,30.0,60.0,0.0,0
SAN CARLOS #1,20608,ASCA,33.37165,-110.45683,2830,2026-08-23T04:14:24.000Z,2026-08-22T21:14:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,606,5.55,4.96,8.11,9.39,35.08,8.5,114.05,71.17,30.0,60.0,0.01,0
HILLTOP,20609,AHIL,33.61119,-110.41461,5732,2026-08-23T03:32:54.000Z,2026-08-22T20:32:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,75,8.85,8.1,13.93,15.81,16.37,6.75,72.02,51.82,30.0,60.0,0.29,0
RED LAKE,20610,ARED,34.18133,-110.78919,6524,2026-08-23T03:59:34.000Z,2026-08-22T20:59:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,89,18.6,20.68,18.06,18.7,0.63,1.5,26.2,16.27,52.52,74.33,0.37,0
SHADOW RIM,20611,ASHA,34.40586,-111.28319,5660,2026-08-23T04:09:14.000Z,2026-08-22T21:09:00.000-07:00,2026-08-23T04:00:00.000Z,2026-08-22T21:00:00.000-07:00,2026-08-22,21,O,Z,4,441,19.83,22.7,14.49,15.56,0.41,1.45,29.97,17.08,30.0,60.0,0.18,0
