station_id,station_name,summary_date,nfdr_type,fuel_model,kbdi,gsi,ignition_component_max,ignition_component_max_time,spread_component_max,spread_component_max_time,energy_release_component_max,energy_release_component_max_time,burning_index_max,burning_index_max_time,one_hr_tl_fuel_moisture_min,one_hr_tl_fuel_moisture_min_time,ten_hr_tl_fuel_moisture_min,ten_hr_tl_fuel_moisture_min_time,hun_hr_tl_fuel_moisture_min,hun_hr_tl_fuel_moisture_min_time,thou_hr_tl_fuel_moisture_min,thou_hr_tl_fuel_moisture_min_time,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,latitude,longitude,elevation
20220,LINDBERGH HILL,8/22/2026,F,Y,400,0.46,40.94,,3.32,,47.06,,30.42,,5.33,,6.9,,10.32,,12.32,,80.59,92.2,36.28556,-112.07861,8800
292105,SEVILLETA,8/22/2026,F,Y,558,0.0,65.07,,4.28,,50.67,,35.66,,3.76,,6.18,,10.18,,11.51,,30.0,60.0,34.35844,-106.6895,5246
20117,HURRICANE,8/22/2026,F,Y,412,0.18,70.57,,5.47,,55.77,,41.68,,3.73,,5.16,,8.65,,10.6,,30.0,60.0,36.69908,-113.20731,5445
55522315,MIDNIGHT,8/22/2026,F,Y,72,0.83,27.56,,2.9,,27.26,,22.4,,7.18,,10.91,,16.57,,16.94,,197.38,166.51,36.77819,-105.34131,10815
20118,HAVASU,8/22/2026,F,Y,657,0.0,85.95,,4.5,,65.49,,41.02,,2.63,,3.85,,6.93,,8.69,,30.0,60.0,34.80758,-114.53456,475
20114,BLACK ROCK,8/22/2026,F,Y,198,0.4,41.89,,2.65,,53.36,,29.02,,4.63,,5.59,,8.6,,11.18,,60.96,79.7,36.79436,-113.75056,7224
292013,MOGOLLON,8/22/2026,F,Y,165,0.39,44.91,,3.44,,46.58,,31.11,,5.02,,7.26,,10.7,,12.32,,56.93,77.14,33.39064,-108.80819,7602
20501,IRON SPRINGS,8/22/2026,F,Y,384,0.22,43.27,,2.71,,45.78,,27.62,,4.82,,6.43,,10.26,,12.86,,30.0,60.0,34.59361,-112.51139,5385
293003,MESCAL,8/22/2026,F,Y,217,0.32,40.98,,2.83,,37.14,,25.1,,4.97,,7.07,,12.16,,15.49,,36.38,64.06,33.15803,-105.76881,6227
291901,MELROSE RANGE,8/22/2026,F,Y,654,0.0,79.0,,6.28,,59.27,,45.77,,3.14,,4.84,,8.43,,9.78,,30.0,60.0,34.28422,-103.71497,4263
292103,BOSQUE,8/22/2026,F,Y,670,0.0,61.23,,3.38,,50.98,,32.06,,3.5,,6.2,,9.97,,11.52,,30.0,60.0,33.82064,-106.88169,4523
20606,TONTO BASIN,8/22/2026,F,Y,603,0.0,62.82,,4.83,,60.37,,40.43,,3.53,,4.89,,7.98,,9.48,,30.0,60.0,33.86861,-111.31333,2414
20301,HEBER,8/22/2026,F,Y,225,0.29,33.45,,2.44,,36.98,,23.67,,5.93,,8.11,,12.6,,14.9,,30.0,60.0,34.39778,-110.56444,6635
291202,PECOS,8/22/2026,F,Y,81,0.36,53.94,,5.28,,44.81,,36.57,,5.01,,7.8,,11.56,,12.62,,48.53,71.79,35.54558,-105.49439,8229
292102,CHUPADERA,8/22/2026,F,Y,519,0.01,70.8,,5.49,,54.28,,41.35,,3.68,,5.56,,9.45,,10.74,,30.0,60.0,33.77294,-106.0985,5580
20113,NIXON FLATS,8/22/2026,F,Y,307,0.26,45.6,,3.01,,42.44,,27.85,,4.65,,6.41,,11.59,,13.82,,30.0,60.0,36.38833,-113.15806,6500
291101,MILLS CANYON,8/22/2026,F,Y,540,0.09,61.25,,5.14,,48.71,,37.62,,4.46,,7.35,,9.95,,11.88,,30.0,60.0,36.05453,-104.32511,5881
55522257,DUTCH KID,8/22/2026,F,Y,115,0.28,45.76,,3.41,,35.61,,26.84,,5.04,,7.05,,12.9,,15.81,,30.0,60.0,35.12931,-112.28219,6505
292012,DATIL,8/22/2026,F,Y,178,0.5,26.67,,2.53,,37.26,,21.84,,6.24,,9.73,,12.88,,14.36,,92.15,99.55,34.29256,-107.768,8431
293105,QUEEN,8/22/2026,F,Y,241,0.0,69.6,,5.43,,58.85,,42.61,,3.82,,5.15,,7.88,,9.89,,30.0,60.0,32.20361,-104.69031,5642
290202,COYOTE,8/22/2026,F,Y,216,0.35,21.65,,2.47,,32.36,,22.58,,8.4,,12.95,,14.49,,14.02,,47.17,70.92,36.07333,-106.65739,8704
293004,COSMIC,8/22/2026,F,Y,71,0.84,31.48,,2.42,,41.27,,24.83,,6.04,,7.31,,11.63,,13.78,,199.84,168.08,32.77925,-105.81989,9172
20115,MOSS BASIN,8/22/2026,F,Y,399,0.27,57.87,,4.33,,47.43,,34.52,,4.46,,5.51,,10.06,,12.71,,30.0,60.0,35.03397,-113.89406,5920
20312,HOPI,8/22/2026,F,Y,476,0.07,65.51,,4.56,,47.85,,35.76,,3.91,,6.15,,10.66,,12.24,,30.0,60.0,35.86292,-110.61495,5579
293104,CAPROCK,8/22/2026,F,Y,493,0.0,72.73,,6.4,,63.17,,47.57,,3.63,,5.17,,7.55,,8.78,,30.0,60.0,32.92728,-103.85689,4167
292008,SLAUGHTER,8/22/2026,F,Y,22,0.65,31.9,,4.12,,33.58,,29.04,,6.63,,9.12,,13.57,,15.63,,139.0,129.36,34.06056,-108.44472,8680
21504,BELMONT,8/22/2026,F,Y,693,0.01,69.22,,4.51,,67.88,,41.71,,3.32,,3.97,,6.25,,8.15,,30.0,60.0,33.67411,-112.92281,1813
20121,CIBOLA,8/22/2026,F,Y,749,0.0,83.59,,5.03,,65.77,,43.36,,3.14,,3.82,,6.89,,8.54,,30.0,60.0,33.28,-114.68489,252
20610,RED LAKE,8/22/2026,F,Y,100,0.37,27.86,,1.65,,28.39,,17.18,,5.83,,8.62,,15.18,,17.77,,52.31,74.2,34.18133,-110.78919,6524
55523735,RED CANYON,8/22/2026,F,Y,300,0.27,46.18,,3.74,,46.08,,32.18,,5.06,,8.43,,11.57,,11.78,,30.0,60.0,34.62289,-106.40831,8070
21206,SASABE,8/22/2026,F,Y,610,0.05,44.15,,2.67,,39.97,,25.78,,4.88,,8.89,,12.14,,13.83,,30.0,60.0,31.69169,-111.44811,3500
292001,BEAVERHEAD,8/22/2026,F,Y,183,0.24,36.96,,2.75,,30.88,,23.23,,5.12,,8.33,,14.64,,17.04,,30.0,60.0,33.42353,-108.11019,6750
55523738,T BAR,8/22/2026,F,Y,28,0.58,34.29,,3.26,,28.4,,24.18,,5.99,,8.86,,15.03,,17.76,,117.43,115.64,33.51789,-108.52419,8047
292004,LUNA,8/22/2026,F,Y,264,0.3,42.14,,3.81,,29.24,,26.26,,5.48,,8.4,,15.02,,17.6,,30.67,60.43,33.82289,-108.94311,7088
20608,SAN CARLOS #1,8/22/2026,F,Y,611,0.01,73.12,,5.66,,62.89,,44.77,,3.17,,4.56,,7.48,,9.01,,30.0,60.0,33.37165,-110.45683,2830
21205,EMPIRE,8/22/2026,F,Y,287,0.17,42.67,,2.47,,41.53,,25.34,,4.71,,8.21,,11.13,,13.82,,30.0,60.0,31.78347,-110.64325,4650
293304,LAGUNA,8/22/2026,F,Y,546,0.01,52.19,,3.65,,54.86,,34.44,,4.4,,6.53,,9.72,,10.12,,30.0,60.0,35.05197,-107.42028,5805
20402,PINEY HILL,8/22/2026,F,Y,188,0.36,31.22,,2.31,,44.07,,24.87,,5.91,,9.66,,11.08,,12.41,,49.92,72.68,35.76111,-109.16719,8061
20284,GREENBASE,8/22/2026,F,Y,229,0.4,39.02,,3.01,,33.14,,24.76,,5.58,,7.66,,13.31,,16.53,,62.09,80.42,35.27619,-112.06325,6923
55523737,SOWATS,8/22/2026,F,Y,161,0.3,50.51,,3.6,,48.67,,32.35,,4.65,,6.34,,9.56,,12.28,,30.0,60.0,36.48242,-112.42281,7038
20401,ALPINE,8/22/2026,F,Y,86,0.66,27.23,,2.12,,34.51,,21.56,,6.53,,8.67,,13.34,,15.46,,141.87,131.19,33.84272,-109.11161,8207
55522344,PINEDALE,8/22/2026,F,Y,260,0.25,37.54,,2.54,,39.36,,24.93,,5.44,,8.55,,12.72,,14.02,,30.0,60.0,34.30617,-110.23661,6461
55523718,CEDAR RIDGE,8/22/2026,F,Y,330,0.13,56.08,,3.49,,56.21,,34.14,,4.12,,5.71,,8.6,,10.29,,30.0,60.0,32.59872,-110.76231,4735
21105,TRAIL CABIN,8/22/2026,F,Y,419,0.16,51.12,,3.33,,50.04,,31.26,,4.21,,6.38,,9.89,,11.7,,30.0,60.0,33.26478,-109.36789,6250
290210,TRUCHAS,8/22/2026,F,Y,249,0.17,42.72,,3.84,,37.96,,29.67,,5.69,,8.33,,13.63,,14.25,,30.0,60.0,36.059,-105.7695,8353
20209,FLAGSTAFF,8/22/2026,F,Y,289,0.37,36.43,,2.54,,39.49,,24.97,,5.45,,7.66,,11.99,,14.34,,52.02,74.01,35.14111,-111.6725,6903
20226,PARIA POINT,8/22/2026,F,Y,402,0.24,44.26,,2.76,,54.16,,30.1,,4.63,,5.88,,9.22,,10.62,,30.0,60.0,36.72753,-111.822,7106
290702,JEMEZ,8/22/2026,F,Y,315,0.24,29.85,,3.4,,39.45,,28.46,,6.94,,8.48,,12.34,,13.87,,30.0,60.0,35.84114,-106.61969,8248
20503,VERDE,8/22/2026,F,Y,557,0.06,24.68,,1.92,,46.67,,23.83,,6.86,,6.98,,9.56,,11.78,,30.0,60.0,34.54917,-111.84417,3101
290307,WILD RIVERS,8/22/2026,F,Y,521,0.0,39.66,,3.71,,38.89,,29.62,,6.13,,10.95,,12.46,,13.67,,30.0,60.0,36.69469,-105.66872,7530
20211,BRIGHT ANGEL,8/22/2026,F,Z,271,0.43,53.3,,17.06,,98.55,,91.17,,4.87,,6.54,,10.16,,12.41,,71.34,86.3,36.20472,-112.06222,8134
20221,PROMONTORY,8/22/2026,F,Z,130,0.74,20.45,,4.57,,84.66,,46.43,,6.65,,7.77,,11.28,,13.64,,167.61,147.57,34.36528,-111.01444,7842
20227,FOUR SPRINGS,8/22/2026,F,Z,289,0.25,48.06,,12.34,,107.61,,82.11,,4.52,,5.95,,9.38,,10.55,,30.0,60.0,36.79367,-112.04239,6560
20303,LAKESIDE,8/22/2026,F,Z,21,0.44,24.53,,6.52,,69.02,,49.49,,6.58,,9.09,,14.62,,16.85,,73.29,87.55,34.16283,-109.87639,7267
21209,SELLS,8/22/2026,F,Z,193,0.03,52.96,,12.53,,108.41,,83.13,,4.32,,5.75,,9.01,,10.93,,30.0,60.0,31.91014,-111.89743,2262
21414,RUCKER,8/22/2026,F,Z,62,0.4,37.48,,7.62,,96.83,,60.76,,4.22,,6.61,,10.22,,13.56,,62.89,80.93,31.76111,-109.34861,5700
20404,GREER,8/22/2026,F,Z,60,0.72,22.19,,7.27,,67.91,,52.05,,7.41,,10.4,,13.76,,15.83,,162.77,144.49,34.05853,-109.44097,8240
21106,STRAY HORSE,8/22/2026,F,Z,116,0.6,31.66,,11.37,,89.82,,70.34,,5.71,,8.73,,10.67,,12.14,,125.12,120.53,33.55253,-109.31719,7956
21005,COLUMBINE,8/22/2026,F,Z,41,0.97,18.41,,4.39,,74.12,,41.7,,6.51,,7.86,,13.53,,17.13,,239.55,193.35,32.70389,-109.91389,9521
21502,OATMAN,8/22/2026,F,Z,638,0.0,75.83,,23.14,,129.99,,119.32,,3.56,,4.32,,6.51,,7.76,,30.0,60.0,33.04994,-113.13867,1715
21302,HOPKINS,8/22/2026,F,Z,449,0.28,27.67,,8.47,,87.94,,60.48,,6.56,,10.07,,10.18,,11.91,,30.0,60.0,31.67528,-110.88,7120
20507,GOODWIN MESA,8/22/2026,F,Z,453,0.12,72.87,,19.49,,113.25,,103.55,,3.67,,4.62,,8.68,,11.05,,30.0,60.0,34.77614,-113.3375,4311
21010,NOON CREEK,8/22/2026,F,Z,464,0.1,60.85,,13.38,,118.53,,87.33,,3.29,,4.87,,8.02,,9.98,,30.0,60.0,32.66778,-109.78806,4925
20510,SUNSET POINT,8/22/2026,F,Z,622,0.04,59.88,,11.97,,121.33,,85.46,,3.55,,4.61,,7.5,,9.33,,30.0,60.0,34.18847,-112.13467,3380
21411,CARR,8/22/2026,F,Z,90,0.3,36.05,,7.71,,99.69,,62.64,,4.99,,6.82,,9.55,,12.02,,31.38,60.88,31.44111,-110.28611,5400
21409,HEADQUARTERS,8/22/2026,F,Z,471,0.15,48.29,,9.71,,105.65,,72.99,,4.06,,5.48,,9.63,,11.85,,30.0,60.0,32.00611,-109.35694,5400
21202,SAGUARO,8/22/2026,F,Z,434,0.01,49.1,,8.52,,110.28,,70.15,,3.78,,5.03,,9.22,,11.16,,30.0,60.0,32.31111,-110.81861,2758
21007,MULESHOE RANCH,8/22/2026,F,Z,376,0.11,48.58,,9.74,,105.71,,73.14,,3.94,,6.0,,9.34,,11.54,,30.0,60.0,32.40383,-110.272,4475
21104,GUTHRIE,8/22/2026,F,Z,406,0.23,56.99,,21.58,,113.5,,101.22,,3.93,,5.59,,8.34,,10.22,,30.0,60.0,32.88203,-109.30931,6324
21208,SCOUT CAMP,8/22/2026,F,Z,96,0.67,15.13,,7.97,,85.63,,57.86,,8.08,,8.25,,9.55,,11.96,,146.04,133.84,32.39806,-110.725,7554
55522385,TAOS PUEBLO RAWS,8/22/2026,F,Z,456,0.02,21.75,,14.24,,79.28,,75.54,,8.39,,8.41,,10.78,,12.1,,30.0,60.0,36.41461,-105.55689,7135
20903,HORSE CAMP CANYON,8/22/2026,F,Z,577,0.06,42.23,,12.25,,110.86,,82.01,,5.3,,5.66,,8.23,,9.94,,30.0,60.0,32.93656,-110.4935,4014
292302,DUNKEN,8/22/2026,F,Z,488,0.02,71.7,,26.36,,118.53,,121.86,,3.64,,5.01,,8.06,,9.51,,30.0,60.0,32.82467,-105.18261,5431
20601,GLOBE,8/22/2026,F,Z,497,0.06,57.83,,16.03,,112.22,,94.59,,4.17,,5.68,,8.69,,9.83,,30.0,60.0,33.32694,-110.76694,4137
20223,GUNSIGHT,8/22/2026,F,Z,526,0.14,64.46,,15.38,,112.92,,92.47,,3.64,,5.15,,8.72,,10.72,,30.0,60.0,36.70464,-112.5835,5284
20307,NAVAJO MONUMENT,8/22/2026,F,Z,202,0.14,48.86,,13.69,,99.86,,83.37,,4.8,,7.01,,10.01,,11.56,,30.0,60.0,36.67667,-110.54389,7204
292005,RESERVE,8/22/2026,F,Z,458,0.1,58.18,,21.11,,78.77,,91.18,,4.56,,8.0,,13.71,,16.01,,30.0,60.0,33.71489,-108.777,5846
20906,CASA GRANDE,8/22/2026,F,Z,687,0.0,71.44,,25.11,,115.49,,116.32,,3.63,,4.77,,8.43,,10.47,,30.0,60.0,32.99177,-111.53264,1412
293202,PADUCA,8/22/2026,F,Z,605,0.0,69.49,,25.49,,118.81,,120.22,,3.95,,5.26,,7.91,,8.88,,30.0,60.0,32.17983,-103.722,3534
20609,HILLTOP,8/22/2026,F,Z,86,0.28,43.91,,15.74,,85.52,,82.67,,4.93,,7.0,,12.24,,14.95,,30.0,60.0,33.61119,-110.41461,5732
20213,FRAZIER WELLS,8/22/2026,F,Z,98,0.39,51.35,,16.76,,104.11,,91.82,,4.85,,6.01,,9.37,,11.34,,57.43,77.45,35.84551,-113.05501,6796
20309,LIMESTONE CANYON,8/22/2026,F,Z,189,0.17,32.62,,7.49,,91.09,,59.2,,5.42,,8.11,,10.94,,12.61,,30.0,60.0,34.17786,-110.27663,7102
55522318,MOHAWK DUNES,8/22/2026,F,Z,749,0.0,69.98,,23.91,,125.86,,119.31,,4.1,,4.4,,6.9,,8.02,,30.0,60.0,32.68878,-113.74889,524
292901,MCGREGGOR RANGE,8/22/2026,F,Z,598,0.01,74.62,,18.06,,121.86,,103.6,,3.34,,4.84,,7.37,,9.35,,30.0,60.0,32.43133,-105.62181,4832
20217,YELLOW JOHN MOUNTAIN,8/22/2026,F,Z,289,0.18,43.23,,9.26,,96.65,,67.39,,4.24,,6.21,,10.8,,13.48,,30.0,60.0,36.155,-113.54944,6160
290203,DEADMAN PEAK,8/22/2026,F,Z,492,0.01,58.42,,23.56,,97.0,,105.2,,4.63,,7.61,,10.56,,11.66,,30.0,60.0,36.4229,-106.772,8389
292203,SMOKEY BEAR,8/22/2026,F,Z,103,0.27,46.22,,14.54,,81.32,,76.84,,5.29,,7.45,,12.64,,15.58,,30.0,60.0,33.35019,-105.686,7194
21303,CANELO,8/22/2026,F,Z,127,0.27,41.46,,10.16,,88.16,,68.64,,5.09,,7.8,,11.57,,14.01,,30.0,60.0,31.54972,-110.51917,4629
290705,CUBA,8/22/2026,F,Z,468,0.07,54.65,,17.19,,93.56,,89.46,,4.82,,7.3,,11.11,,12.74,,30.0,60.0,35.942,-107.07739,6890
55522271,FTHL YDMA,8/22/2026,F,Z,745,0.0,67.92,,22.3,,114.88,,111.29,,4.35,,4.86,,7.99,,10.22,,30.0,60.0,32.48658,-114.4635,331
291302,GRANTS,8/22/2026,F,Z,130,0.46,35.66,,12.14,,77.58,,70.21,,6.02,,8.37,,13.55,,15.09,,79.7,91.63,35.24278,-107.66528,8620
292903,DRIPPING SPRINGS,8/22/2026,F,Z,449,0.12,55.3,,11.72,,122.48,,85.22,,3.75,,4.64,,7.11,,9.3,,30.0,60.0,32.32225,-106.58661,5814
293101,BATDRAW,8/22/2026,F,Z,566,0.0,74.44,,26.91,,127.9,,127.29,,3.48,,4.51,,6.86,,8.1,,30.0,60.0,32.17861,-104.44056,4425
290305,BLACK MESA,8/22/2026,F,Z,612,0.0,48.51,,13.5,,98.74,,82.13,,4.94,,6.94,,10.43,,11.41,,30.0,60.0,36.03708,-106.04964,5762
292702,HACHITA VALLEY,8/22/2026,F,Z,591,0.04,74.68,,16.52,,123.04,,99.8,,3.07,,4.29,,7.31,,9.8,,30.0,60.0,31.702,-108.34169,4290
20310,MOUNTAIN LION,8/22/2026,F,Z,73,0.6,21.0,,4.57,,78.2,,43.32,,6.2,,8.14,,12.81,,15.46,,124.13,119.9,33.69511,-109.71078,7269
20215,MORMON LAKE,8/22/2026,F,Z,289,0.42,26.03,,4.95,,78.36,,46.72,,5.58,,9.01,,13.15,,14.99,,67.17,83.65,34.90972,-111.43842,7094
290801,TOWER,8/22/2026,F,Z,533,0.02,27.09,,9.15,,86.74,,63.27,,7.12,,7.72,,10.18,,11.16,,30.0,60.0,35.77899,-106.26611,6529
20611,SHADOW RIM,8/22/2026,F,Z,449,0.18,38.92,,7.67,,86.7,,58.95,,4.69,,7.13,,11.92,,14.44,,30.0,60.0,34.40586,-111.28319,5660
20219,OAK CREEK,8/22/2026,F,Z,579,0.09,37.28,,5.75,,105.36,,57.12,,4.06,,5.92,,9.46,,11.57,,30.0,60.0,34.94686,-111.75444,4804
290205,DULCE #2,8/22/2026,F,Z,378,0.05,53.68,,20.05,,82.21,,90.25,,5.3,,8.98,,12.37,,12.88,,30.0,60.0,36.93519,-107.00011,6805
20224,BUCKSKIN MTN,8/22/2026,F,Z,421,0.2,52.95,,14.0,,108.96,,85.85,,4.17,,5.77,,8.87,,11.05,,30.0,60.0,36.91808,-112.19981,6334
290101,WASHINGTON PASS,8/22/2026,F,Z,252,0.57,16.4,,9.81,,75.47,,59.49,,7.57,,12.23,,11.8,,13.04,,114.3,113.65,36.0765,-108.8615,9384
55522251,DEVILS HILLS,8/22/2026,F,Z,736,0.0,60.84,,22.41,,124.91,,111.19,,4.59,,4.22,,6.55,,7.95,,30.0,60.0,32.42483,-113.79011,836
20509,STANTON,8/22/2026,F,Z,547,0.07,57.71,,13.67,,126.61,,90.51,,3.78,,4.23,,6.71,,8.66,,30.0,60.0,34.16403,-112.73486,3600
20116,UNION PASS,8/22/2026,F,Z,583,0.03,72.49,,17.76,,130.36,,105.29,,3.47,,3.87,,6.44,,8.25,,30.0,60.0,35.23233,-114.38194,3590
21009,DRY LAKE,8/22/2026,F,Z,387,0.35,43.33,,10.39,,97.85,,71.84,,4.69,,6.86,,10.15,,12.36,,44.44,69.19,33.35982,-109.83306,7405
55522232,CAVE CREEK,8/22/2026,F,Z,544,0.03,57.0,,10.46,,120.61,,80.34,,3.4,,4.71,,7.86,,9.38,,30.0,60.0,34.0899,-111.8465,3477
290901,SANTA FE WATERSHED,8/22/2026,F,Z,371,0.19,53.02,,20.28,,85.41,,92.73,,5.25,,7.95,,12.56,,13.97,,30.0,60.0,35.68686,-105.86031,7749
21207,RINCON,8/22/2026,F,Z,24,0.8,26.0,,9.73,,85.36,,63.78,,6.72,,7.77,,11.24,,13.97,,187.61,160.3,32.20639,-110.54861,8209
55522326,NEVERSHINE,8/22/2026,F,Z,681,0.0,85.05,,26.5,,138.83,,131.38,,2.83,,3.55,,5.48,,7.29,,30.0,60.0,36.24753,-113.88851,2165
293301,MALPAIS LAVA FLOW,8/22/2026,F,Z,180,0.27,48.92,,19.45,,74.94,,85.69,,5.61,,8.3,,14.28,,16.01,,30.0,60.0,34.85181,-108.17461,7514
20602,PAYSON,8/22/2026,F,Z,387,0.12,40.46,,8.93,,99.09,,67.92,,4.86,,7.06,,9.92,,11.64,,30.0,60.0,34.24614,-111.2935,5064
291402,OAK FLATS,8/22/2026,F,Z,455,0.13,50.28,,15.2,,93.99,,84.83,,4.95,,6.99,,11.1,,12.65,,30.0,60.0,35.00614,-106.31583,7675
291301,BRUSHY MOUNTAIN,8/22/2026,F,Z,212,0.42,35.98,,12.19,,81.96,,72.17,,5.95,,8.87,,12.45,,14.08,,67.4,83.8,34.72,-107.8484,8789
21008,BLACK HILLS,8/22/2026,F,Z,294,0.0,62.41,,10.96,,126.84,,83.84,,2.99,,4.64,,6.9,,8.64,,30.0,60.0,33.08203,-109.95119,3262
292504,BURRO MOUNTAIN,8/22/2026,F,Z,293,0.2,62.44,,18.68,,108.95,,95.28,,4.01,,5.54,,8.92,,11.24,,30.0,60.0,32.67203,-108.53969,6995
293305,RAMAH,8/22/2026,F,Z,313,0.27,47.79,,21.16,,77.04,,90.31,,5.54,,8.66,,13.42,,15.41,,30.0,60.0,34.81947,-108.29439,7645
55522210,BAKERS TANK,8/22/2026,F,Z,740,0.0,67.5,,24.62,,127.55,,122.21,,4.21,,4.32,,6.56,,7.61,,30.0,60.0,32.61528,-114.00836,563
20502,CROWN KING,8/22/2026,F,Z,384,0.25,30.72,,5.29,,100.26,,53.29,,4.78,,6.06,,10.04,,12.25,,30.0,60.0,34.20336,-112.34561,6173
20511,CHERRY,8/22/2026,F,Z,204,0.16,40.03,,8.86,,93.36,,65.49,,4.93,,7.11,,10.87,,12.85,,30.0,60.0,34.59661,-112.04761,5147
290401,CIMARRON,8/22/2026,F,Z,221,0.59,27.04,,9.97,,76.08,,63.58,,6.79,,9.18,,13.33,,14.81,,120.71,117.72,36.60611,-105.12028,8806
21505,GOLDFIELD,8/22/2026,F,Z,684,0.0,77.9,,24.64,,118.45,,115.88,,3.31,,4.55,,8.2,,10.09,,30.0,60.0,33.55531,-111.6145,1367
55522238,CIPRIANO,8/22/2026,F,Z,712,0.0,62.41,,23.27,,121.75,,116.4,,4.67,,4.61,,7.0,,8.42,,30.0,60.0,32.4235,-114.16211,1042
20291,HAPPY JACK,8/22/2026,F,Z,386,0.39,29.74,,7.93,,76.11,,56.44,,5.95,,9.37,,13.0,,15.56,,59.58,78.83,34.61797,-111.34239,6812
20119,MUSIC MOUNTAIN,8/22/2026,F,Z,551,0.12,69.08,,24.82,,115.14,,115.15,,3.88,,5.09,,8.11,,10.31,,30.0,60.0,35.61497,-113.79428,5375
291408,SANDIA LAB,8/22/2026,F,Z,264,0.08,52.55,,16.86,,102.89,,92.57,,5.07,,6.73,,9.79,,10.54,,30.0,60.0,35.00406,-106.41148,6321
290603,ZUNI BUTTES,8/22/2026,F,Z,228,0.06,58.28,,22.33,,87.65,,98.34,,4.77,,7.91,,12.16,,13.39,,30.0,60.0,35.13919,-108.94131,6649
20603,PLEASANT VALLEY,8/22/2026,F,Z,303,0.13,39.63,,7.81,,92.5,,61.98,,4.57,,6.54,,11.42,,13.63,,30.0,60.0,34.08858,-110.94225,5232
55522198,10K,8/22/2026,F,Z,206,0.64,38.73,,15.2,,83.04,,80.37,,6.25,,8.86,,12.22,,13.51,,135.34,127.04,35.2085,-106.43586,10065
20102,FORT YUMA,8/22/2026,F,Z,745,0.0,71.19,,18.73,,120.76,,105.11,,4.08,,4.67,,7.32,,9.25,,30.0,60.0,32.65222,-114.63417,185
21501,SMITH PEAK,8/22/2026,F,Z,657,0.02,63.83,,12.35,,131.56,,90.27,,3.3,,4.19,,6.23,,7.89,,30.0,60.0,34.11486,-113.34733,2386
21503,AHAKHAV PRESERVE,8/22/2026,F,Z,746,0.0,80.94,,20.34,,121.91,,109.36,,3.31,,4.22,,7.73,,9.65,,30.0,60.0,34.13222,-114.32917,363
292104,MAGDALENA,8/22/2026,F,Z,60,0.57,29.44,,8.74,,88.3,,61.33,,5.68,,7.53,,11.46,,13.57,,113.34,113.04,33.85061,-107.539,8495
293303,BLUEWATER RIDGE,8/22/2026,F,Z,213,0.47,30.09,,9.16,,84.08,,63.92,,6.3,,8.27,,12.14,,13.38,,82.82,93.61,35.19411,-108.16336,8274
290204,JARITA MESA,8/22/2026,F,Z,196,0.29,41.4,,14.09,,85.54,,78.68,,5.79,,9.22,,11.88,,12.93,,30.0,60.0,36.55597,-106.10306,8864
292011,GILA CENTER RAWS,8/22/2026,F,Z,155,0.14,40.41,,8.99,,77.7,,61.22,,4.49,,8.41,,14.06,,15.97,,30.0,60.0,33.22375,-108.24031,5767
291002,BARTLEY,8/22/2026,F,Z,127,0.58,39.38,,15.21,,82.98,,79.47,,6.19,,8.34,,12.54,,13.68,,116.72,115.18,35.90875,-105.38769,9192
20508,HUMBUG CREEK,8/22/2026,F,Z,265,0.19,58.22,,17.62,,111.2,,98.38,,4.67,,5.36,,8.4,,10.49,,30.0,60.0,34.11,-112.3,5250
290201,STONE LAKE,8/22/2026,F,Z,487,0.07,56.45,,22.84,,92.41,,101.21,,4.95,,7.69,,11.57,,12.12,,30.0,60.0,36.73161,-106.86581,7436
292904,SAN ANDRES,8/22/2026,F,Z,493,0.09,49.22,,9.85,,119.8,,77.24,,3.83,,4.84,,7.49,,9.58,,30.0,60.0,32.58008,-106.52719,6137
290102,ALBINO CANYON,8/22/2026,F,Z,485,0.03,56.17,,24.92,,102.32,,110.74,,4.99,,7.71,,8.97,,9.83,,30.0,60.0,36.97661,-107.62892,7173
20612,PINE,8/22/2026,F,Z,464,0.16,38.98,,8.76,,94.76,,64.98,,4.97,,7.07,,10.63,,12.52,,30.0,60.0,34.37181,-111.4555,5313
20216,WARM SPRINGS CANYON,8/22/2026,F,Z,349,0.42,50.08,,15.24,,92.8,,84.4,,4.93,,6.9,,11.23,,13.19,,67.28,83.72,36.70117,-112.22689,7953
290706,SANDIA LAKES,8/22/2026,F,Z,678,0.0,59.6,,16.16,,102.83,,91.06,,4.32,,6.71,,10.03,,10.96,,30.0,60.0,35.22967,-106.59061,5027
55522341,PICACHO PEAK,8/22/2026,F,Z,725,0.0,55.42,,11.49,,120.08,,83.39,,3.86,,5.06,,7.7,,9.13,,30.0,60.0,32.66314,-111.42154,1750
20120,TRUXTON CANYON,8/22/2026,F,Z,273,0.17,62.86,,18.27,,116.65,,101.31,,4.17,,4.89,,7.79,,10.0,,30.0,60.0,35.78013,-113.79563,5304
20109,TWEEDS POINT,8/22/2026,F,Z,556,0.04,71.18,,28.65,,124.75,,128.98,,3.65,,4.42,,7.04,,8.93,,30.0,60.0,36.58186,-113.732,5334
293002,MAYHILL,8/22/2026,F,Z,467,0.13,45.66,,9.48,,96.15,,68.46,,4.17,,6.35,,10.75,,13.58,,30.0,60.0,32.90947,-105.46981,6599
