station_name,station_id,wrcc_id,latitude,longitude,elevation,observation_time,observation_time_lst,display_hour,display_hour_lst,nfdr_date,nfdr_time,nfdr_type,fuel_model,fuel_model_version,kbdi,one_hr_tl_fuel_moisture,ten_hr_tl_fuel_moisture,hun_hr_tl_fuel_moisture,thou_hr_tl_fuel_moisture,ignition_component,spread_component,energy_release_component,burning_index,herbaceous_lfi_fuel_moisture,woody_lfi_fuel_moisture,gsi,quality_code
MOUNT LOGAN,20107,AMTL,36.35306,-113.19917,7605,8/23/2026 15:33 MDT,8/23/2026 15:33 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,157,5.53,6.77,9.38,11.47,41.33,12.86,101.28,81.55,94.24,100.88,0.5,0
OLAF KNOLLS,20108,AOLA,36.50725,-113.81589,2974,8/23/2026 15:33 MDT,8/23/2026 15:33 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,632,2.84,4.46,6.17,7.85,85.35,23.86,133.06,122.84,30.0,60.0,0.02,0
TWEEDS POINT,20109,ATWE,36.58186,-113.732,5334,8/23/2026 15:33 MDT,8/23/2026 15:33 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,556,3.89,5.27,7.23,9.07,69.34,28.08,121.23,126.85,30.0,60.0,0.04,0
NIXON FLATS,20113,ANIX,36.38833,-113.15806,6500,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,307,5.07,7.77,12.38,14.09,40.51,10.18,87.6,68.49,30.0,60.0,0.26,0
BLACK ROCK,20114,ABRK,36.79436,-113.75056,7224,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,198,5.05,6.72,8.82,11.36,37.68,8.82,104.26,69.47,60.96,79.7,0.4,0
MOSS BASIN,20115,AMOS,35.03397,-113.89406,5920,8/23/2026 16:00 MDT,8/23/2026 16:23 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,399,4.47,6.29,10.64,12.97,60.31,17.89,98.87,93.86,30.0,60.0,0.27,0
UNION PASS,20116,AUNI,35.23233,-114.38194,3590,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,583,3.65,4.76,6.75,8.42,70.46,17.51,126.43,104.08,30.0,60.0,0.03,0
HURRICANE,20117,AHUR,36.69908,-113.20731,5445,8/23/2026 15:34 MDT,8/23/2026 15:34 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,412,5.75,7.01,9.25,10.81,48.73,25.51,101.94,112.07,30.0,60.0,0.18,0
HAVASU,20118,AHAV,34.80758,-114.53456,475,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,657,3.35,5.33,7.6,8.97,65.2,12.21,121.9,86.69,30.0,60.0,0.0,0
MUSIC MOUNTAIN,20119,AMUS,35.61497,-113.79428,5375,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,551,4.19,6.16,8.43,10.49,65.97,24.82,111.14,115.15,30.0,60.0,0.12,0
TRUXTON CANYON,20120,ATRU,35.78013,-113.79563,5304,8/23/2026 16:00 MDT,8/23/2026 16:14 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,273,4.3,5.58,8.02,10.14,62.86,18.27,114.32,101.31,30.0,60.0,0.17,0
CIBOLA,20121,ACBL,33.28,-114.68489,252,8/23/2026 15:48 MDT,8/23/2026 15:48 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,749,5.33,6.42,7.98,8.85,58.7,18.41,112.48,100.92,30.0,60.0,0.0,0
TUSAYAN,20207,ATUS,35.98833,-112.12056,6570,8/23/2026 16:00 MDT,8/23/2026 16:08 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,353,4.57,7.92,13.02,15.13,29.63,4.5,84.93,46.38,30.0,60.0,0.22,0
FLAGSTAFF,20209,AFLG,35.14111,-111.6725,6903,8/23/2026 16:00 MDT,8/23/2026 16:06 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,289,5.45,8.53,12.37,14.52,34.08,8.45,84.16,61.73,52.02,74.01,0.37,0
BRIGHT ANGEL,20211,ACAN,36.20472,-112.06222,8134,8/23/2026 16:00 MDT,8/23/2026 16:07 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,271,5.17,7.44,10.47,12.56,50.97,16.71,95.59,89.56,71.34,86.3,0.43,0
DRY PARK,20212,ADRY,36.45308,-112.23819,8700,8/23/2026 15:38 MDT,8/23/2026 15:38 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,100,8.2,10.92,12.42,14.35,12.63,3.42,73.35,38.23,149.98,136.35,0.68,0
FRAZIER WELLS,20213,AFRA,35.84551,-113.05501,6796,8/23/2026 16:00 MDT,8/23/2026 16:27 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,98,4.96,6.77,9.61,11.48,50.61,15.25,102.22,88.57,57.43,77.45,0.39,0
MORMON LAKE,20215,AMOL,34.90972,-111.43842,7094,8/23/2026 16:00 MDT,8/23/2026 16:03 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,289,34.9,9.34,13.68,15.22,0.0,0.0,28.04,0.0,67.17,83.65,0.42,0
WARM SPRINGS CANYON,20216,AWAR,36.70117,-112.22689,7953,8/23/2026 15:47 MDT,8/23/2026 15:47 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,349,7.76,9.27,12.02,13.42,16.09,4.25,80.23,44.02,67.28,83.72,0.42,0
YELLOW JOHN MOUNTAIN,20217,AYEL,36.155,-113.54944,6160,8/23/2026 15:00 MDT,8/23/2026 15:50 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,289,4.77,7.8,11.46,13.78,40.75,9.0,90.88,65.83,30.0,60.0,0.18,0
OAK CREEK,20219,AOAK,34.94686,-111.75444,4804,8/23/2026 16:00 MDT,8/23/2026 16:03 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,579,4.06,6.6,9.81,11.71,37.28,5.75,104.02,57.0,30.0,60.0,0.09,0
LINDBERGH HILL,20220,ALBE,36.28556,-112.07861,8800,8/23/2026 16:00 MDT,8/23/2026 16:08 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,400,5.39,7.72,10.55,12.42,40.07,11.39,94.52,74.71,80.59,92.2,0.46,0
PROMONTORY,20221,APRO,34.36528,-111.01444,7842,8/23/2026 15:49 MDT,8/23/2026 15:49 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,130,6.59,8.28,11.66,13.82,25.0,6.59,84.96,55.28,167.61,147.57,0.74,0
GUNSIGHT,20223,AGUN,36.70464,-112.5835,5284,8/23/2026 15:34 MDT,8/23/2026 15:34 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,526,4.58,6.85,9.37,10.94,55.29,15.79,104.89,91.08,30.0,60.0,0.14,0
BUCKSKIN MTN,20224,ABUC,36.91808,-112.19981,6334,8/23/2026 15:33 MDT,8/23/2026 15:33 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,421,5.98,7.76,9.37,11.24,38.86,12.36,98.2,78.95,30.0,60.0,0.2,0
PARIA POINT,20226,APAR,36.72753,-111.822,7106,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,402,4.72,6.59,9.49,10.72,37.66,7.73,105.42,65.71,30.0,60.0,0.24,0
FOUR SPRINGS,20227,AFOU,36.79367,-112.04239,6560,8/23/2026 16:00 MDT,8/23/2026 16:19 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,289,4.61,6.66,9.64,10.64,45.05,10.67,105.32,76.17,30.0,60.0,0.25,0
GREENBASE,20284,AGRB,35.27619,-112.06325,6923,8/23/2026 16:00 MDT,8/23/2026 16:16 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,229,5.58,8.54,14.04,16.89,38.46,11.16,75.82,66.87,62.09,80.42,0.4,0
HAPPY JACK,20291,AHJK,34.61797,-111.34239,6812,8/23/2026 16:00 MDT,8/23/2026 16:02 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,386,34.88,9.69,13.48,15.79,0.0,0.0,27.18,0.0,59.58,78.83,0.39,0
HEBER,20301,AHBR,34.39778,-110.56444,6635,8/23/2026 16:00 MDT,8/23/2026 16:03 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,225,6.03,8.64,13.1,15.13,28.29,6.85,79.9,54.74,30.0,60.0,0.29,0
LAKESIDE,20303,ALAK,34.16283,-109.87639,7267,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,21,6.86,9.5,15.39,17.09,23.36,6.43,68.4,49.49,73.29,87.55,0.44,0
NAVAJO MONUMENT,20307,ANAV,36.67667,-110.54389,7204,8/23/2026 15:36 MDT,8/23/2026 15:36 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,202,5.07,7.9,10.36,11.66,25.87,4.3,97.02,48.32,30.0,60.0,0.14,0
LIMESTONE CANYON,20309,ALIM,34.17786,-110.27663,7102,8/23/2026 16:00 MDT,8/23/2026 16:24 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,189,5.57,8.11,11.21,12.7,31.04,7.13,91.09,59.2,30.0,60.0,0.17,0
MOUNTAIN LION,20310,AFAP,33.69511,-109.71078,7269,8/23/2026 16:00 MDT,8/23/2026 16:14 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,73,6.31,8.86,13.28,15.7,19.9,3.88,77.36,41.5,124.13,119.9,0.6,0
HOPI,20312,AHPI,35.86292,-110.61495,5579,8/23/2026 16:00 MDT,8/23/2026 16:13 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,476,4.04,7.22,11.3,12.44,63.67,16.59,97.4,90.04,30.0,60.0,0.07,0
ALPINE,20401,AALP,33.84272,-109.11161,8207,8/23/2026 16:00 MDT,8/23/2026 16:16 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,86,6.84,9.41,13.77,15.61,22.7,6.45,74.33,51.47,141.87,131.19,0.66,0
PINEY HILL,20402,APIN,35.76111,-109.16719,8061,8/23/2026 15:41 MDT,8/23/2026 15:41 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,188,7.12,11.91,11.73,12.59,16.45,3.64,78.34,40.55,49.92,72.68,0.36,0
GREER,20404,AGRE,34.05853,-109.44097,8240,8/23/2026 15:35 MDT,8/23/2026 15:35 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,60,12.93,11.5,14.98,16.15,6.01,4.84,55.61,39.49,162.77,144.49,0.72,0
IRON SPRINGS,20501,AIRO,34.59361,-112.51139,5385,8/23/2026 16:00 MDT,8/23/2026 16:06 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,384,4.84,6.89,10.69,13.11,40.3,8.97,95.99,67.4,30.0,60.0,0.22,0
CROWN KING,20502,ACRO,34.20336,-112.34561,6173,8/23/2026 16:00 MDT,8/23/2026 16:27 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,384,4.93,6.93,10.44,12.46,30.72,5.29,97.72,53.29,30.0,60.0,0.25,0
VERDE,20503,AVER,34.54917,-111.84417,3101,8/23/2026 16:00 MDT,8/23/2026 16:05 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,557,11.29,7.58,10.16,12.08,11.03,5.17,82.29,48.71,30.0,60.0,0.06,0
GOODWIN MESA,20507,AGOO,34.77614,-113.3375,4311,8/23/2026 16:00 MDT,8/23/2026 16:20 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,453,3.71,5.35,9.19,11.33,72.86,19.39,110.65,102.57,30.0,60.0,0.12,0
HUMBUG CREEK,20508,AHUM,34.11,-112.3,5250,8/23/2026 15:48 MDT,8/23/2026 15:48 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,265,4.92,5.95,8.71,10.64,42.64,10.4,108.6,76.37,30.0,60.0,0.19,0
STANTON,20509,ASTA,34.16403,-112.73486,3600,8/23/2026 16:00 MDT,8/23/2026 16:01 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,547,4.02,4.84,6.97,8.81,57.71,13.11,123.4,90.1,30.0,60.0,0.07,0
SUNSET POINT,20510,ASUN,34.18847,-112.13467,3380,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,622,4.02,5.82,7.88,9.53,54.36,11.35,116.36,82.06,30.0,60.0,0.04,0
CHERRY,20511,ACHE,34.59661,-112.04761,5147,8/23/2026 16:00 MDT,8/23/2026 16:11 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,204,4.93,8.21,11.35,13.07,40.03,8.86,91.33,65.49,30.0,60.0,0.16,0
GLOBE,20601,AGLO,33.32694,-110.76694,4137,8/23/2026 16:00 MDT,8/23/2026 16:06 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,497,4.26,6.59,9.08,9.94,47.06,9.5,109.57,73.54,30.0,60.0,0.06,0
PAYSON,20602,APAY,34.24614,-111.2935,5064,8/23/2026 16:00 MDT,8/23/2026 16:11 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,387,4.92,8.33,10.34,11.77,40.34,8.87,96.18,67.11,30.0,60.0,0.12,0
PLEASANT VALLEY,20603,APLE,34.08858,-110.94225,5232,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,303,4.66,7.56,12.08,13.91,39.24,7.73,90.09,61.14,30.0,60.0,0.13,0
TONTO BASIN,20606,ATON,33.86861,-111.31333,2414,8/23/2026 16:00 MDT,8/23/2026 16:11 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,603,3.98,5.94,8.47,9.65,47.24,8.33,114.33,70.61,30.0,60.0,0.0,0
SAN CARLOS #1,20608,ASCA,33.37165,-110.45683,2830,8/23/2026 16:00 MDT,8/23/2026 16:14 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,611,3.32,5.48,7.85,9.15,54.61,8.95,120.46,74.76,30.0,60.0,0.01,0
HILLTOP,20609,AHIL,33.61119,-110.41461,5732,8/23/2026 15:32 MDT,8/23/2026 15:32 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,86,4.97,9.33,13.54,15.39,33.58,6.27,79.42,52.4,30.0,60.0,0.28,0
RED LAKE,20610,ARED,34.18133,-110.78919,6524,8/23/2026 15:00 MDT,8/23/2026 15:59 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,100,5.83,10.4,16.49,18.21,20.77,3.35,64.86,35.78,52.31,74.2,0.37,0
SHADOW RIM,20611,ASHA,34.40586,-111.28319,5660,8/23/2026 16:00 MDT,8/23/2026 16:09 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,449,4.75,8.09,12.59,14.81,31.64,5.34,85.67,50.41,30.0,60.0,0.18,0
PINE,20612,APNE,34.37181,-111.4555,5313,8/23/2026 16:00 MDT,8/23/2026 16:22 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,464,4.97,8.16,11.08,12.69,36.48,7.5,92.74,61.11,30.0,60.0,0.16,0
HORSE CAMP CANYON,20903,AHOR,32.93656,-110.4935,4014,8/23/2026 16:00 MDT,8/23/2026 16:02 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,577,10.74,6.65,8.52,10.08,15.87,9.46,93.39,68.19,30.0,60.0,0.06,0
CASA GRANDE,20906,ACSG,32.99177,-111.53264,1412,8/23/2026 16:00 MDT,8/23/2026 16:22 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,687,3.94,5.74,9.07,10.78,52.08,9.84,110.64,75.09,30.0,60.0,0.0,0
COLUMBINE,21005,ACOL,32.70389,-109.91389,9521,8/23/2026 16:00 MDT,8/23/2026 16:02 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,41,6.84,8.9,14.2,17.43,17.33,3.73,71.14,39.23,239.55,193.35,0.97,0
MULESHOE RANCH,21007,AMUL,32.40383,-110.272,4475,8/23/2026 16:00 MDT,8/23/2026 16:03 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,376,4.12,7.16,9.82,11.76,44.62,8.16,102.32,66.47,30.0,60.0,0.11,0
BLACK HILLS,21008,ABLA,33.08203,-109.95119,3262,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,294,3.58,6.23,7.21,8.8,55.49,10.22,120.18,79.35,30.0,60.0,0.0,0
DRY LAKE,21009,ADRL,33.35982,-109.83306,7405,8/23/2026 16:00 MDT,8/23/2026 16:27 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,387,4.69,7.52,10.4,12.5,40.81,9.08,96.91,68.07,44.44,69.19,0.35,0
NOON CREEK,21010,ANOO,32.66778,-109.78806,4925,8/23/2026 15:37 MDT,8/23/2026 15:37 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,464,3.54,6.0,8.5,10.15,50.8,8.72,114.09,72.04,30.0,60.0,0.1,0
GUTHRIE,21104,AGUT,32.88203,-109.30931,6324,8/23/2026 16:00 MDT,8/23/2026 16:03 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,406,4.14,6.49,8.57,10.33,50.65,11.18,110.44,79.56,30.0,60.0,0.23,0
TRAIL CABIN,21105,ATRA,33.26478,-109.36789,6250,8/23/2026 15:35 MDT,8/23/2026 15:35 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,419,4.65,7.95,10.38,11.86,32.1,5.4,97.46,53.75,30.0,60.0,0.16,0
STRAY HORSE,21106,ASTH,33.55253,-109.31719,7956,8/23/2026 16:00 MDT,8/23/2026 16:19 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,116,5.71,10.06,10.86,12.22,31.66,8.25,88.1,62.34,125.12,120.53,0.6,0
SAGUARO,21202,ASAG,32.31111,-110.81861,2758,8/23/2026 16:00 MDT,8/23/2026 16:08 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,434,3.9,5.81,9.82,11.45,48.13,8.39,107.09,68.74,30.0,60.0,0.01,0
EMPIRE,21205,AEMP,31.78347,-110.64325,4650,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,287,5.22,9.68,11.97,14.25,35.15,7.31,83.57,57.54,30.0,60.0,0.17,0
SASABE,21206,ASAS,31.69169,-111.44811,3500,8/23/2026 16:00 MDT,8/23/2026 16:05 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,610,4.88,8.89,12.75,14.09,41.3,8.87,84.79,63.34,30.0,60.0,0.05,0
RINCON,21207,ARIN,32.20639,-110.54861,8209,8/23/2026 15:37 MDT,8/23/2026 15:37 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,24,34.55,8.64,11.41,14.09,0.0,0.0,33.56,0.0,187.61,160.3,0.8,0
SCOUT CAMP,21208,ASOL,32.39806,-110.725,7554,8/23/2026 15:37 MDT,8/23/2026 15:37 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,96,6.53,8.66,9.75,12.1,21.37,4.62,91.98,48.71,146.04,133.84,0.67,0
SELLS,21209,ASES,31.91014,-111.89743,2262,8/23/2026 16:00 MDT,8/23/2026 16:14 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,193,4.51,6.6,9.4,11.09,45.84,9.27,105.26,71.38,30.0,60.0,0.03,0
HOPKINS,21302,AHPK,31.67528,-110.88,7120,8/23/2026 16:00 MDT,8/23/2026 16:19 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,449,6.56,10.07,10.22,11.97,27.67,7.74,87.94,60.48,30.0,60.0,0.28,0
CANELO,21303,ACNL,31.54972,-110.51917,4629,8/23/2026 16:00 MDT,8/23/2026 16:08 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,127,5.13,8.31,12.14,14.27,38.08,8.69,86.35,63.27,30.0,60.0,0.27,0
HEADQUARTERS,21409,ACHR,32.00611,-109.35694,5400,8/23/2026 15:37 MDT,8/23/2026 15:37 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,471,3.66,6.62,10.39,12.15,48.47,8.57,102.65,68.08,30.0,60.0,0.15,0
CARR,21411,ACAA,31.44111,-110.28611,5400,8/23/2026 16:00 MDT,8/23/2026 16:19 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,90,5.08,7.79,9.88,12.17,36.05,7.45,97.19,62.22,31.38,60.88,0.3,0
RUCKER,21414,ARUC,31.76111,-109.34861,5700,8/23/2026 15:00 MDT,8/23/2026 15:57 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,62,4.79,8.48,10.86,13.96,37.48,7.62,90.18,60.76,62.89,80.93,0.4,0
SMITH PEAK,21501,ASMI,34.11486,-113.34733,2386,8/23/2026 15:00 MDT,8/23/2026 15:53 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,657,3.44,4.68,6.44,8.03,57.6,10.44,129.26,82.88,30.0,60.0,0.02,0
OATMAN,21502,AOAT,33.04994,-113.13867,1715,8/23/2026 15:00 MDT,8/23/2026 15:52 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,638,4.22,5.51,6.84,7.88,49.66,9.59,123.73,78.13,30.0,60.0,0.0,0
AHAKHAV PRESERVE,21503,AAHA,34.13222,-114.32917,363,8/23/2026 16:00 MDT,8/23/2026 16:26 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,746,3.49,5.07,8.31,9.95,76.14,17.77,117.78,101.42,30.0,60.0,0.0,0
BELMONT,21504,ABEL,33.67411,-112.92281,1813,8/23/2026 16:00 MDT,8/23/2026 16:01 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,693,3.58,4.66,6.49,8.31,56.22,10.28,127.96,81.92,30.0,60.0,0.01,0
GOLDFIELD,21505,AGOL,33.55531,-111.6145,1367,8/23/2026 16:00 MDT,8/23/2026 16:23 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,F,Z,4,684,3.73,5.52,8.89,10.39,50.51,8.56,113.26,71.18,30.0,60.0,0.0,0
WASHINGTON PASS,290101,XWAS,36.0765,-108.8615,9384,8/23/2026 15:41 MDT,8/23/2026 15:41 MDT,8/23/2026 16:00 MDT,8/23/2026 16:00 MDT,8/22/2026,12/31/1969 17:00 MST,O,Z,4,252,6.96,11.93,12.15,13.18,16.8,3.68,76.69,40.35,114.3,113.65,0.57,0
